sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45
1,0.927,1,-0.267408,-0.174844,-22.4074,11.9752,-0.06784,-0.03653,0.047,1.433,-0.218902,-0.000249849,0.00112046,0.00664905,0.000212745,-0.00262116,0.031752,-0.00314775,-0.0122062,0.0144132,0.000479838,-0.0010536,-0.000500576,-0.000827563,-0.00918803,-0.00441527,0.000199818,-0.00136268,-0.000032,-0.00154735,0.0020636,0.0100856,-0.00142698,0.000968165,0.00617858,0.00543107,-0.00369304,-0.00229702,-0.00193117,0.00417275,-0.0019779,0.00104782,0.00170245,0.00337194,0.00103059,0.00148839,-0.00780759,-0.000822102,0.00124093,-0.00311018,-0.00288745,0.000135002,0.000994378,-0.0023769,0.00232624
1,0.927,2,-20.6949,20.2702,-42.8349,32.4202,-0.13072,-0.09842,0.053,0.57,-0.205342,-0.00057458,0.000893576,0.0267117,0.00601596,0.00261363,0.0315569,-0.0138274,-0.0134926,0.0143895,0.0025592,0.000601117,-0.000538044,0.0011191,-0.00831114,-0.00296784,-0.00080453,0.000628594,0.00160174,-0.00271612,0.00519379,0.00857172,-0.00233468,0.000258484,0.00551939,0.0041432,-0.00566062,-0.00004,0.00049157,0.00337651,-0.00314128,-0.00008,0.000159676,0.00135195,-0.00123335,0.0023518,-0.006999,-0.00100553,0.00143167,-0.00201356,-0.0017499,-0.00115571,0.00152556,-0.00106362,0.00139237
1,0.927,3,-20.7109,-20.6091,-42.8509,-8.4591,-0.13003,0.02435,0.051,5.499,-23.3438,-0.000442132,0.000886135,-0.00923803,-0.00370147,-0.00604117,0.0283876,-0.00766481,-0.014468,0.0185777,-0.00300871,0.00315403,0.00033729,-0.000702512,-0.00983233,-0.00436999,0.00322196,0.00155983,0.00182121,-0.00191395,0.00317563,0.0110776,-0.00194977,0.000435263,0.00721434,0.00535189,-0.00445239,-0.00237066,-0.00196156,0.00345806,-0.00404589,0.000002,0.00284595,0.00261219,-0.00148103,0.00177616,-0.00772504,-0.00255611,0.00158574,-0.00151007,-0.00119013,0.000342914,0.000065,-0.000948611,0.00187837
1,0.927,4,20.1587,-20.6199,-1.98135,-8.46985,-0.0052,0.02475,0.049,2.5,-10.461,0.000077,0.00100735,-0.00954933,-0.000553178,-0.011651,0.0297834,0.00266782,-0.0178063,0.0146713,0.000483904,0.00391617,0.000813336,-0.00269075,-0.00487392,-0.00416965,0.00200283,0.000266998,-0.000147715,-0.00225383,0.0034001,0.0084615,-0.0030158,-0.000577515,0.00448606,0.00552442,-0.00466146,-0.00115757,0.000511161,0.00404278,-0.00272534,-0.000313221,0.00179912,0.00263421,-0.00065992,0.00106803,-0.00659764,-0.00135,0.0018736,-0.00216764,-0.00132885,-0.000636735,0.000779914,-0.000600385,0.00146001
1,0.927,5,20.1757,20.2551,-1.96427,32.4051,-0.00522,-0.0981,0.054,0.497,-0.961563,-0.000089,0.00130558,0.0308277,0.00222362,-0.00144151,0.0348262,0.00317602,-0.0108484,0.0134581,0.00201145,0.000707723,0.001525,0.000752049,-0.00946658,-0.00537941,0.000320879,-0.000397956,0.000444811,-0.000382925,0.00135623,0.00943414,-0.0035039,0.000556386,0.00711564,0.0041042,-0.0052463,-0.000821876,-0.00131294,0.00422936,-0.00232167,-0.000134952,0.00217101,0.00211191,0.00131642,0.00179057,-0.00814001,-0.000716916,0.00191407,-0.00280436,-0.0018689,0.000533829,0.00163297,-0.00162933,0.0015374
1,1.464,1,-0.267969,-0.174575,-22.408,11.9754,-0.06784,-0.03653,0.03,0.907,-0.143536,-0.000155957,0.000689496,0.0030281,0.000129316,-0.00169652,0.0200811,-0.00200323,-0.00768974,0.00911953,0.000281552,-0.000648863,-0.000314793,-0.00054522,-0.00581882,-0.00279602,0.00012792,-0.000863607,-0.000024,-0.00098124,0.00130624,0.00638787,-0.000905214,0.000609668,0.00391283,0.0034371,-0.00233844,-0.00145448,-0.0012243,0.00264198,-0.00125487,0.000663186,0.00107798,0.00213508,0.000652568,0.000942433,-0.00494546,-0.000518986,0.000787428,-0.00196934,-0.00182832,0.000085,0.000629634,-0.00150504,0.00147297
1,1.464,2,-20.6959,20.271,-42.8359,32.421,-0.13072,-0.09842,0.033,0.361,-0.134839,-0.000359229,0.000548899,0.0157399,0.00376534,0.0016069,0.0199503,-0.00877476,-0.00850677,0.00910513,0.00159827,0.00039907,-0.000338293,0.000687446,-0.00526314,-0.00187944,-0.000508184,0.000397598,0.00101098,-0.00172111,0.00328825,0.00542938,-0.00147976,0.000160312,0.00349562,0.00262147,-0.00358432,-0.000025,0.000310005,0.00213771,-0.00199176,-0.000051,0.000101079,0.000856029,-0.000780959,0.00148914,-0.00443368,-0.000635319,0.000908022,-0.00127496,-0.00110804,-0.000731792,0.000965972,-0.000673478,0.000881642
1,1.464,3,-20.712,-20.6093,-42.852,-8.45933,-0.13003,0.02435,0.032,3.482,-14.7865,-0.000274271,0.000536991,-0.00712563,-0.00232677,-0.00388299,0.0179571,-0.0048721,-0.00911968,0.0117564,-0.00192815,0.00201527,0.000216503,-0.000466105,-0.00622618,-0.002767,0.00204143,0.000987143,0.00114923,-0.00121336,0.00201024,0.00701548,-0.00123555,0.000272135,0.00456887,0.00338712,-0.00281918,-0.00150105,-0.00124419,0.00218992,-0.00256446,4.90E-07,0.00180203,0.00165399,-0.000937719,0.00112468,-0.00489341,-0.00161698,0.00100604,-0.000956194,-0.000753566,0.000217117,0.000041,-0.000600694,0.00118944
1,1.464,4,20.1586,-20.6201,-1.98141,-8.47008,-0.0052,0.02475,0.031,1.583,-6.62905,0.000049,0.000614535,-0.00727736,-0.000345375,-0.00740344,0.0188415,0.00168837,-0.0112332,0.00928228,0.000283761,0.00249793,0.00051701,-0.00172529,-0.00308762,-0.00264054,0.00126965,0.000167983,-0.000097,-0.00142872,0.00215252,0.00535932,-0.00191137,-0.000368994,0.00284093,0.00349629,-0.00295162,-0.000732963,0.000321907,0.00255986,-0.00172788,-0.00019863,0.0011392,0.00166795,-0.000417856,0.000676267,-0.00417926,-0.000853041,0.00118825,-0.00137255,-0.000841424,-0.000403174,0.000493838,-0.000380159,0.000924476
1,1.464,5,20.1757,20.2559,-1.96433,32.4059,-0.00522,-0.0981,0.034,0.311,-0.613774,-0.000056,0.000809837,0.0183916,0.00140837,-0.000928975,0.0220208,0.00200991,-0.00683218,0.00851474,0.00125176,0.000466577,0.000967285,0.000454968,-0.00599575,-0.00340661,0.000204459,-0.000253044,0.000278607,-0.000243908,0.000858454,0.00597569,-0.00222078,0.000349053,0.00450596,0.00259681,-0.00332195,-0.000520401,-0.000832264,0.00267753,-0.00147242,-0.000085,0.00137466,0.00133724,0.000833556,0.00113377,-0.00515575,-0.000452324,0.00121348,-0.0017757,-0.00118338,0.000338021,0.00103399,-0.00103169,0.000973481
1,2.0,1,-0.26859,-0.174277,-22.4086,11.9757,-0.06784,-0.03653,0.022,0.664,-0.108936,-0.000112418,0.000489102,0.00129419,0.00009,-0.00127143,0.0146799,-0.00147448,-0.00559744,0.00666998,0.00018819,-0.00046029,-0.000228689,-0.000416141,-0.00426015,-0.00204692,0.000095,-0.000632771,-0.00002,-0.000719447,0.000955821,0.00467728,-0.000663945,0.000443576,0.00286465,0.00251448,-0.00171173,-0.00106468,-0.000897385,0.00193376,-0.000920538,0.00048521,0.000789086,0.00156285,0.000477674,0.000689849,-0.00362145,-0.000378627,0.000577725,-0.00144155,-0.00133833,0.000063,0.000460884,-0.00110167,0.00107823
1,2.0,2,-20.6971,20.2719,-42.8371,32.4219,-0.13072,-0.09842,0.024,0.264,-0.10248,-0.000259395,0.000388584,0.0106058,0.00272088,0.00113765,0.0145784,-0.00643867,-0.00619749,0.00665991,0.00115208,0.000306936,-0.000245707,0.00048621,-0.00385306,-0.00137592,-0.000370993,0.000290703,0.000737443,-0.00126088,0.00240664,0.00397574,-0.00108436,0.00011465,0.00255941,0.00191732,-0.00262375,-0.000019,0.000225916,0.00156457,-0.00146015,-0.000037,0.000074,0.000626601,-0.000571665,0.00109005,-0.003247,-0.000463952,0.000665871,-0.000933262,-0.0008111,-0.000535667,0.000707087,-0.000492981,0.000645358
1,2.0,3,-20.7132,-20.6096,-42.8532,-8.45959,-0.13003,0.02435,0.024,2.549,-10.8279,-0.000201631,0.000369261,-0.00621642,-0.00169623,-0.00288933,0.0131251,-0.00358698,-0.00664797,0.00860454,-0.00143842,0.00148909,0.000152844,-0.000350484,-0.00455918,-0.00203055,0.00149056,0.000726922,0.000831994,-0.000882927,0.00147522,0.00513298,-0.000913104,0.000195712,0.00334369,0.00248603,-0.00205579,-0.00109676,-0.000918223,0.00159714,-0.00188515,0.000004,0.00132307,0.0012169,-0.000679919,0.000819828,-0.00359123,-0.0011831,0.000730274,-0.000692628,-0.000552896,0.000160825,0.000037,-0.000446726,0.000873167
1,2.0,4,20.1585,-20.6203,-1.98148,-8.47034,-0.0052,0.02475,0.023,1.159,-4.85652,0.000036,0.000431606,-0.0062885,-0.000248885,-0.00544022,0.0137781,0.00123518,-0.00818932,0.00678856,0.000189498,0.00184313,0.000380067,-0.00128018,-0.00226133,-0.00193314,0.000930563,0.000122088,-0.000074,-0.00104711,0.00157531,0.00392426,-0.00140055,-0.000272766,0.00207986,0.00255788,-0.00216059,-0.000536531,0.000234222,0.00187382,-0.00126657,-0.000145641,0.000833906,0.00122092,-0.000305863,0.000495027,-0.00306056,-0.000623005,0.00087132,-0.00100471,-0.000615924,-0.00029512,0.000361494,-0.000278285,0.000676715
1,2.0,5,20.1756,20.2567,-1.9644,32.4067,-0.00522,-0.0981,0.024,0.225,-0.453139,-0.000041,0.000579636,0.0125834,0.00103123,-0.000693016,0.0160942,0.00147034,-0.00497144,0.00622725,0.000898686,0.000356353,0.000709388,0.000315991,-0.00439013,-0.00249396,0.000150693,-0.000186076,0.000201495,-0.000179701,0.00062814,0.00437583,-0.00162731,0.000252896,0.00329865,0.00189929,-0.00243168,-0.000380931,-0.000609947,0.00195956,-0.0010797,-0.000062,0.00100624,0.000978855,0.000610168,0.00082991,-0.00377523,-0.000329794,0.000889467,-0.0012998,-0.000866232,0.00024743,0.000756875,-0.000755191,0.000712593
2,0.927,1,-0.286004,-0.173297,-22.576,-37.2033,-0.0678,0.10972,0.058,4.516,18.4812,-0.000302191,0.000597273,-0.0229161,-0.00717087,-0.00974577,0.0279385,-0.00204457,-0.0281082,0.0157657,-0.00222103,0.00300751,0.00170155,0.000299674,-0.00542034,-0.00599845,-0.00143144,0.00032452,0.00194852,-0.000681883,0.000532914,0.00868365,-0.00301766,-0.000450568,0.00504312,0.00465121,-0.00462655,-0.000773501,-0.000537319,0.00535865,-0.00331509,0.000754365,0.00224189,0.00163307,0.000089,0.00199073,-0.007747,-0.00145638,0.00315163,-0.00321884,-0.00185947,-0.00004,0.000877676,-0.00206104,0.00313822
2,0.927,2,-20.7156,20.2716,-43.0056,-16.7584,-0.13033,0.04902,0.052,6.125,21.6942,-0.000478293,0.000462763,-0.0144804,-0.00421593,-0.00715879,0.0269855,-0.00724656,-0.0166351,0.0196488,-0.00388942,0.00390587,0.000396072,-0.000761643,-0.00929066,-0.0045468,0.0011033,0.000998371,0.00292901,-0.000360274,0.00222665,0.0106368,-0.00270372,0.000559813,0.00749592,0.00556488,-0.0045347,-0.00198516,-0.00199357,0.00379505,-0.00415961,-0.000796697,0.00257196,0.00333544,-0.000612035,0.00139498,-0.00813952,-0.00154732,0.00112636,-0.0021524,-0.00204115,0.000353251,0.00115582,-0.000592146,0.00112096
2,0.927,3,-20.7299,-20.611,-43.0199,-57.641,-0.12943,0.16913,0.056,4.548,-24.5127,-0.000378136,-0.000096,-0.0233196,-0.00694865,-0.00722906,0.0176326,-0.00427649,-0.0285418,0.0229862,-0.0012903,0.000094,-0.00003,0.00121964,-0.00625611,-0.0048505,-0.00154556,0.00100813,0.000637884,-0.0026415,0.00283604,0.00893389,-0.00207335,0.000547908,0.00544187,0.00643061,-0.00244213,-0.00214812,-0.000114643,0.00433142,-0.00199777,0.000741579,0.00271217,0.00249566,0.000326661,0.0010673,-0.00627748,-0.00156282,0.00128427,-0.00319297,-0.00189403,0.00208878,0.000069,-0.00126452,0.00216359
2,0.927,4,20.1424,-20.623,-2.1476,-57.653,-0.00561,0.16964,0.057,5.421,-28.5428,0.00019121,0.000131998,-0.0225108,-0.00453239,-0.00789388,0.0157783,0.000783377,-0.0371764,0.013758,0.000768833,-0.000215609,0.00338337,0.000918345,-0.00690489,-0.00274534,0.0010066,0.00195557,0.00490768,-0.00276168,0.00264597,0.00785049,-0.00249802,-0.000196799,0.00619394,0.00556724,-0.0033705,-0.000521303,-0.00109098,0.00335745,-0.00394149,-0.000229141,0.00251738,0.00271164,-0.000819726,0.00200132,-0.00632883,-0.000821913,0.00169425,-0.00170099,-0.00191092,0.000215585,-0.000057,-0.00209414,0.00232145
2,0.927,5,20.1562,20.2613,-2.13382,-16.7687,-0.00565,0.04944,0.052,3.098,7.73667,0.000140489,0.000864839,-0.0146246,-0.00119627,-0.011992,0.0298682,0.0034987,-0.021206,0.0138875,-0.00199946,0.00565974,0.000932795,-0.00322064,-0.00518861,-0.00429453,0.00102795,0.00113548,0.00138505,-0.00238101,0.00306905,0.00904333,-0.00223528,-0.000362469,0.00455505,0.00537474,-0.00543656,-0.000624672,-0.00156486,0.00402028,-0.00285111,-0.000421871,0.00180803,0.00305169,0.000109446,0.00185193,-0.00581788,-0.00166101,0.00189435,-0.00254459,-0.00171402,-0.00114836,0.000952188,-0.00107221,0.00128757
2,1.464,1,-0.286561,-0.174218,-22.5766,-37.2042,-0.0678,0.10972,0.037,2.859,11.6976,-0.000188655,0.00034745,-0.0158745,-0.0045065,-0.00617982,0.0176828,-0.00130411,-0.0177535,0.00997504,-0.00143027,0.00192278,0.00108038,0.000167851,-0.00343302,-0.00379811,-0.000905142,0.000204477,0.00122951,-0.000433499,0.000336913,0.00549924,-0.00191168,-0.000288621,0.00319382,0.00294352,-0.00292946,-0.000489793,-0.000342868,0.00339355,-0.00210149,0.000476924,0.0014196,0.001034,0.000056,0.00126056,-0.00490741,-0.000920372,0.00199788,-0.00203821,-0.00117746,-0.000025,0.000555715,-0.00130509,0.00198707
2,1.464,2,-20.7167,20.2712,-43.0067,-16.7588,-0.13033,0.04902,0.034,3.878,13.7322,-0.000296829,0.000267188,-0.010476,-0.00264,-0.00458639,0.0170724,-0.00460727,-0.0104913,0.0124346,-0.00248573,0.00249145,0.000253819,-0.000503787,-0.00588313,-0.00287878,0.000700033,0.000631605,0.00185053,-0.000229713,0.00140937,0.00673597,-0.00171275,0.000350964,0.0047472,0.003522,-0.00287135,-0.00125703,-0.00126478,0.00240324,-0.0026365,-0.000505238,0.00162857,0.00211195,-0.000387546,0.000883277,-0.00515578,-0.000978128,0.000715028,-0.0013629,-0.00129248,0.000223672,0.000731864,-0.000374952,0.000709789
2,1.464,3,-20.7309,-20.6124,-43.0209,-57.6424,-0.12943,0.16913,0.036,2.88,-15.5267,-0.000231974,-0.000098,-0.0162738,-0.00430898,-0.00457358,0.011163,-0.00272557,-0.0180257,0.0145471,-0.000842478,0.000078,-0.000014,0.000749931,-0.00396165,-0.0030704,-0.000977957,0.000637229,0.000398821,-0.00167456,0.00179537,0.00565673,-0.0013128,0.000343664,0.00344649,0.00407041,-0.00154629,-0.00136005,-0.000076,0.00274385,-0.00126758,0.000468219,0.00171738,0.0015802,0.00020671,0.000675747,-0.00397736,-0.000987697,0.00081559,-0.00202174,-0.00119925,0.00132253,0.000044,-0.000800743,0.00137014
2,1.464,4,20.1423,-20.6244,-2.14766,-57.6544,-0.00561,0.16964,0.036,3.433,-18.0786,0.00012259,0.000047,-0.0157155,-0.00285856,-0.00496298,0.00998935,0.000495825,-0.0234927,0.00870272,0.000462326,-0.000117814,0.00214532,0.000558922,-0.0043736,-0.00173817,0.000638319,0.00123685,0.00310318,-0.00175042,0.00167494,0.00497151,-0.00158271,-0.000127676,0.00392219,0.00352366,-0.0021342,-0.000330084,-0.000693706,0.00212678,-0.00249785,-0.000145948,0.00159391,0.00171684,-0.000519078,0.00126722,-0.00400944,-0.000518227,0.00107521,-0.0010772,-0.00121002,0.000136339,-0.000036,-0.00132598,0.00146989
2,1.464,5,20.1561,20.2609,-2.13389,-16.7691,-0.00565,0.04944,0.034,1.961,4.89397,0.00009,0.000522853,-0.0105217,-0.000751532,-0.00761471,0.0188981,0.00221446,-0.0133852,0.00878578,-0.00128892,0.00360202,0.000592739,-0.00206097,-0.00328689,-0.00271957,0.00065235,0.000717864,0.000873268,-0.00150929,0.00194289,0.00572764,-0.00141707,-0.000232804,0.00288461,0.00340154,-0.0034424,-0.00039554,-0.000992777,0.00254573,-0.00180749,-0.000267488,0.00114485,0.00193229,0.000069,0.00117263,-0.00368554,-0.00104993,0.00120147,-0.00161123,-0.00108532,-0.00072714,0.000602929,-0.000678913,0.000815291
2,2.0,1,-0.287177,-0.175238,-22.5772,-37.2052,-0.0678,0.10972,0.028,2.093,8.55894,-0.000135975,0.000230228,-0.0126887,-0.0032713,-0.00453068,0.0129375,-0.000962176,-0.0129598,0.00729556,-0.00106607,0.00142222,0.000793145,0.000105267,-0.00251371,-0.00278018,-0.000661488,0.000148797,0.000896547,-0.000318684,0.000246253,0.0040259,-0.00139998,-0.000213855,0.00233834,0.00215333,-0.00214434,-0.000358517,-0.000253048,0.00248445,-0.0015402,0.000348645,0.00103919,0.000756882,0.000041,0.000922737,-0.00359372,-0.000672286,0.00146417,-0.00149191,-0.000862068,-0.000019,0.000406794,-0.000955337,0.00145453
2,2.0,2,-20.7178,20.2707,-43.0078,-16.7593,-0.13033,0.04902,0.025,2.838,10.0484,-0.000212558,0.000175356,-0.00869093,-0.00190875,-0.00340025,0.0124853,-0.00338752,-0.00764586,0.00909647,-0.00183825,0.00183841,0.000188273,-0.000386059,-0.00430668,-0.00210714,0.000513447,0.000461919,0.00135128,-0.000169436,0.00103123,0.00493153,-0.00125441,0.000254089,0.00347559,0.00257679,-0.00210181,-0.000920168,-0.000927651,0.0017594,-0.00193205,-0.000370449,0.0011921,0.00154595,-0.000283685,0.000646546,-0.00377566,-0.000714781,0.000525,-0.000997691,-0.000946074,0.000163749,0.000535709,-0.000274464,0.000519577
2,2.0,3,-20.7321,-20.6139,-43.0221,-57.6439,-0.12943,0.16913,0.027,2.108,-11.3697,-0.000163961,-0.000101248,-0.0130966,-0.0030812,-0.00334467,0.0081697,-0.00200929,-0.0131572,0.0106423,-0.000637121,0.000072,-0.000007,0.000531063,-0.00290013,-0.00224696,-0.000715202,0.000465515,0.000287859,-0.00122731,0.00131381,0.00414049,-0.000960734,0.000248934,0.00252342,0.00297837,-0.00113182,-0.000995576,-0.000058,0.00200938,-0.00092994,0.000341786,0.00125719,0.00115667,0.000151367,0.000494647,-0.00291321,-0.000721602,0.000598947,-0.00147987,-0.00087791,0.000968153,0.000032,-0.000586137,0.001003
2,2.0,4,20.1423,-20.6259,-2.14773,-57.6559,-0.00561,0.16964,0.027,2.513,-13.2378,0.000091,0.000006,-0.0126508,-0.0020834,-0.00360441,0.00731119,0.000362782,-0.0171587,0.00636331,0.000318641,-0.000071,0.00157277,0.000390971,-0.00320265,-0.00127223,0.000468104,0.000904241,0.00226793,-0.00128275,0.00122572,0.0036396,-0.00115925,-0.000096,0.00287125,0.00257805,-0.00156223,-0.000241619,-0.000510161,0.00155743,-0.00183006,-0.000107482,0.00116678,0.00125667,-0.00037998,0.000927576,-0.00293651,-0.000377655,0.000789053,-0.000788548,-0.000885777,0.0001,-0.000026,-0.000970599,0.00107596
2,2.0,5,20.156,20.2604,-2.13396,-16.7696,-0.00565,0.04944,0.025,1.436,3.57857,0.000067,0.000363348,-0.00868807,-0.000545343,-0.00559121,0.0138219,0.00162027,-0.00976388,0.00642502,-0.000961855,0.00265137,0.000435567,-0.00152605,-0.00240718,-0.00199097,0.000478686,0.000524573,0.00063623,-0.00110609,0.00142184,0.00419379,-0.00103865,-0.000173023,0.00211182,0.00248856,-0.00251982,-0.000289564,-0.000728251,0.00186351,-0.00132482,-0.000196121,0.000838052,0.0014144,0.000051,0.000858394,-0.00269913,-0.000767058,0.000881055,-0.00117939,-0.00079447,-0.000532242,0.00044134,-0.000496982,0.000596813
3,0.927,1,-0.303265,-0.18068,-22.7433,-82.2407,-0.06769,0.24053,0.051,1.036,-5.83994,-0.000381263,-0.000334076,-0.00299129,-0.00477356,-0.00266319,-0.00188473,-0.00386726,-0.0385858,0.0207723,0.00217887,-0.000640423,0.00271644,0.00137904,-0.00602242,-0.00337573,0.00156516,0.000845185,0.00114965,-0.00385495,0.00256209,0.00616242,-0.00333299,0.00042565,0.00433536,0.00505835,-0.0057204,-0.00188777,-0.000759239,0.00342784,-0.00333383,0.000127031,0.00137791,0.00304349,0.000119341,0.00198135,-0.00645636,-0.0025584,0.00188016,-0.00356134,-0.00101368,-0.00100222,0.00160519,-0.00186604,0.00236612
