sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45
1,1,1,-0.0119824,-5.57087,-22.152,6.57913,-0.06784,-0.03653,0.045,1.341,-0.22794,-0.000118572,0.000181256,0.0196419,0.00107604,0.00350449,0.021862,0.000837342,-0.0164313,0.0167671,-0.00933587,0.00650926,-0.00175708,-0.0055243,-0.0116383,-0.00432396,-0.00289273,-0.00121608,-0.000310221,-0.00150999,0.00189984,0.01059,-0.00157725,0.000415844,0.00581302,0.00481596,-0.00347128,-0.00217716,-0.00190384,0.00380226,-0.00216283,0.000966973,0.00162623,0.00314638,0.00090269,0.00137342,-0.00726719,-0.000697183,0.00124309,-0.00287811,-0.00263857,0.00010489,0.000864862,-0.00214867,0.00221446
1,1,2,-20.1154,14.5449,-42.2554,26.6949,-0.13072,-0.09842,0.058,0.57,-0.254215,-0.000752023,-0.000018,0.0297587,-0.0212785,0.0242459,0.0210906,-0.0085899,-0.0159499,0.0170902,-0.00745992,0.00790276,-0.00167207,-0.0035172,-0.0109186,-0.00306018,-0.00417614,0.00069078,0.00129357,-0.0023388,0.00473785,0.00912497,-0.00240131,-0.000079,0.00514866,0.00348845,-0.0051477,-0.000092,0.000163767,0.003124,-0.00318075,-0.000178289,0.000135107,0.00138323,-0.00122399,0.00211905,-0.00690056,-0.000746372,0.00144535,-0.00196958,-0.00164842,-0.00108235,0.00149358,-0.000884184,0.00128328
1,1,3,-20.1506,-25.7472,-42.2906,-13.5972,-0.13003,0.02435,0.056,5.16,-22.0132,-0.000432888,0.00050326,0.0181065,-0.00752688,-0.0285107,0.018477,-0.00282177,-0.0182593,0.0211039,-0.012859,0.0108365,-0.00109408,-0.00587103,-0.0122954,-0.00446775,0.000054,0.00159838,0.00138312,-0.00179142,0.00291827,0.0114546,-0.00199166,0.00001,0.00682674,0.00466874,-0.00399178,-0.00227421,-0.00206029,0.00318417,-0.00407856,-0.00006,0.00270107,0.00245034,-0.00135143,0.00157599,-0.00728044,-0.00220749,0.00162245,-0.00148695,-0.000993793,0.000261008,0.000176705,-0.000776883,0.00167085
1,1,4,20.1028,-25.7295,-2.0372,-13.5795,-0.0052,0.02475,0.057,2.351,-9.84601,0.000517895,0.000464364,0.0169456,0.0220876,-0.0224465,0.0197992,0.00573672,-0.0230293,0.0161197,-0.00982589,0.011568,-0.000424125,-0.00758398,-0.0077661,-0.00389825,-0.00106729,0.000083,-0.000378821,-0.00229749,0.00308294,0.00902413,-0.00293017,-0.000848465,0.00409117,0.00492437,-0.00431853,-0.00123669,0.000288224,0.00376117,-0.00277697,-0.000384499,0.00166153,0.00241339,-0.000665398,0.00101206,-0.00636557,-0.000967294,0.00197797,-0.00200116,-0.00133286,-0.000719204,0.000699946,-0.000486582,0.00148449
1,1,5,20.1182,14.5613,-2.02183,26.7113,-0.00522,-0.0981,0.065,0.569,-0.921247,0.000338674,-0.000067,0.0300452,0.0214109,0.0355777,0.024226,0.0064343,-0.015396,0.0157154,-0.00770676,0.00779363,0.000227333,-0.00368349,-0.0118303,-0.00501058,-0.00302108,-0.000442959,0.000194999,-0.000499424,0.00125216,0.00991018,-0.00345858,0.000039,0.00663375,0.00365289,-0.00482599,-0.000882753,-0.0012789,0.0038791,-0.00244436,-0.000098,0.00203428,0.00195444,0.00119997,0.00168254,-0.0076499,-0.000618573,0.00193339,-0.00251372,-0.00172744,0.000388973,0.00151169,-0.00141449,0.00143272
1,1.25,1,0.0045331,-3.28397,-22.1355,8.86603,-0.06784,-0.03653,0.034,1.055,-0.226933,-0.000049,-0.000041,0.0047677,0.00235492,0.00695078,0.0170113,0.00110538,-0.0104667,0.0136242,-0.00654537,0.00413366,-0.00146742,-0.0041902,-0.00931885,-0.00343078,-0.00241136,-0.000981025,-0.000224518,-0.00121361,0.00149695,0.00845299,-0.00125692,0.000355424,0.00462608,0.0038475,-0.00275041,-0.00174788,-0.00154565,0.00306056,-0.00170182,0.00075813,0.00125606,0.00248957,0.000738339,0.001124,-0.00588081,-0.000511923,0.00100547,-0.00228907,-0.00213572,0.000075,0.000717567,-0.00175122,0.00175002
1,1.25,2,-20.0874,16.81,-42.2274,28.96,-0.13072,-0.09842,0.043,0.434,-0.261434,-0.000517729,-0.000089,0.0164415,-0.0127617,0.0211052,0.015928,-0.0060392,-0.00962035,0.0142915,-0.0050476,0.00522071,-0.00149052,-0.00252926,-0.00867582,-0.00243635,-0.00335187,0.000617294,0.000994064,-0.00188864,0.00382963,0.00732082,-0.00192094,-0.000116776,0.00416226,0.00282487,-0.004154,-0.00008,0.000192695,0.00247419,-0.00256993,-0.000100222,0.000129128,0.00105562,-0.000971455,0.00172865,-0.00547525,-0.000634135,0.00116178,-0.00152675,-0.00127929,-0.000876326,0.00115855,-0.000711347,0.00103177
1,1.25,3,-20.1149,-23.4259,-42.2549,-11.2759,-0.13003,0.02435,0.04,4.133,-17.4187,-0.000126903,0.000206853,0.000717471,-0.00379582,-0.0168808,0.0147988,-0.00121821,-0.0124426,0.0172683,-0.00915179,0.00749915,-0.00103042,-0.00455454,-0.00987127,-0.00349607,-0.000008,0.00125398,0.00117196,-0.00140626,0.00224233,0.00921945,-0.00158934,0.000019,0.00542343,0.0036789,-0.0031967,-0.00179248,-0.00156066,0.00258856,-0.00319905,-0.000091,0.00206459,0.0019453,-0.0010858,0.00128797,-0.00579808,-0.00174087,0.00128971,-0.00121599,-0.000841911,0.000240353,0.000135895,-0.000672531,0.0013514
1,1.25,4,20.1038,-23.4127,-2.03618,-11.2627,-0.0052,0.02475,0.041,1.884,-7.8048,0.000383312,0.000069,-0.000317215,0.0171383,-0.0122885,0.0158214,0.00447649,-0.0162432,0.0129288,-0.00667417,0.0080549,-0.00038836,-0.00588859,-0.00611411,-0.00314128,-0.000929707,0.00012531,-0.00029424,-0.00183595,0.00248676,0.00723947,-0.00242373,-0.000721378,0.00336506,0.00391004,-0.00346149,-0.00087493,0.000233321,0.00298922,-0.00221285,-0.000247539,0.00134018,0.001938,-0.000527639,0.000793584,-0.00501796,-0.000805182,0.00150753,-0.00160767,-0.000972332,-0.000465451,0.000552173,-0.000463908,0.00114377
1,1.25,5,20.1197,16.822,-2.02029,28.972,-0.00522,-0.0981,0.05,0.434,-0.780045,0.000208337,-0.000130737,0.0167242,0.0165578,0.0299167,0.0184007,0.00505202,-0.00908028,0.0125333,-0.00535947,0.00522915,0.000214532,-0.00269788,-0.00946023,-0.00402814,-0.00248201,-0.000343572,0.00014886,-0.000393205,0.0010225,0.00790682,-0.00275387,0.000059,0.00529369,0.00290323,-0.00387039,-0.000691818,-0.00102795,0.00308157,-0.00194923,-0.000066,0.00163625,0.00156968,0.000931695,0.00131664,-0.00618128,-0.000446483,0.00156295,-0.00201529,-0.00139346,0.000330694,0.00120028,-0.00116517,0.00115848
