sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45
1,1.683,1,-0.265583,-0.174328,-22.4056,11.9757,-0.06784,-0.03653,0.028,0.798,-0.148166,-0.00010583,0.000365611,-0.00719393,0.000844599,0.00227181,0.0173853,-0.00172108,-0.00655346,0.00797794,-0.00104553,-0.00117902,-0.000012,0.000586687,-0.00506698,-0.00246984,0.000085,-0.000917212,0.00001,-0.00101831,0.000990372,0.00554311,-0.000867866,0.000557668,0.00339898,0.00284352,-0.00203554,-0.00126593,-0.00108309,0.00235899,-0.0012497,0.000354841,0.000937109,0.0018544,0.000568683,0.000817157,-0.00440673,-0.000397263,0.000642908,-0.00171368,-0.0015916,0.000074,0.000547723,-0.00130934,0.00128138
1,1.683,2,-20.6938,20.2716,-42.8338,32.4216,-0.13072,-0.09842,0.028,0.32,-0.135116,-0.000256569,0.000277834,0.00395439,0.00394733,0.00515249,0.0173305,-0.00749443,-0.00718276,0.0079646,0.00009,-0.000254285,-0.000074,0.00168814,-0.00454849,-0.00166113,-0.000433948,0.000189022,0.000912286,-0.00164337,0.00272564,0.00467929,-0.00139033,0.00017118,0.00306609,0.00214422,-0.00312128,-0.000023,0.000279773,0.00193156,-0.00188399,-0.000266327,0.000085,0.00074066,-0.000679399,0.00129263,-0.00399355,-0.000524997,0.000726645,-0.00110951,-0.000967065,-0.000636808,0.000840446,-0.000585745,0.000766986
1,1.683,3,-20.7099,-20.6094,-42.8499,-8.45938,-0.13003,0.02435,0.032,3.027,-12.8876,-0.000172592,0.000175563,-0.0163282,-0.00121431,0.000382315,0.015454,-0.00407309,-0.0078896,0.0102128,-0.00310445,0.0010979,0.000526201,0.000717366,-0.00539642,-0.00243575,0.0017273,0.000668891,0.00104775,-0.00120315,0.00161068,0.00601812,-0.00109426,0.000230255,0.00398877,0.00283021,-0.00242257,-0.00129322,-0.00112177,0.00197795,-0.00237968,-0.000240708,0.00159346,0.00144549,-0.000795109,0.000988037,-0.00443985,-0.00139695,0.000861673,-0.000829536,-0.000632849,0.000204222,0.000066,-0.000507519,0.00104516
1,1.683,4,20.1612,-20.6201,-1.97875,-8.47013,-0.0052,0.02475,0.031,1.372,-5.79749,0.000052,0.000262772,-0.0163391,0.00045398,-0.00269188,0.0162601,0.00140429,-0.00970797,0.00810095,-0.00105146,0.00154713,0.000748071,-0.000464748,-0.00272591,-0.00232306,0.001055,-0.000041,-0.000051,-0.00142675,0.00170855,0.00467498,-0.00172269,-0.000291307,0.00243647,0.00288475,-0.00256728,-0.000638046,0.000242317,0.00229904,-0.00166058,-0.00039762,0.00099199,0.00144762,-0.000363018,0.000586113,-0.00371172,-0.000660005,0.00101279,-0.00119434,-0.000731498,-0.000350733,0.000429575,-0.000330774,0.000804263
1,1.683,5,20.1784,20.2564,-1.96164,32.4064,-0.00522,-0.0981,0.027,0.244,-0.558963,-0.000047,0.00050913,0.00635251,0.00195332,0.0029149,0.0191306,0.00164368,-0.00572449,0.0074917,-0.000137846,-0.000194846,0.00105569,0.00140871,-0.00522797,-0.00300332,0.00015715,-0.000377918,0.000255077,-0.000385212,0.000619652,0.00522637,-0.00205688,0.000340904,0.00391853,0.00208759,-0.002891,-0.00045133,-0.000726484,0.00236778,-0.00143992,-0.000284799,0.00119476,0.00116307,0.000725186,0.00098386,-0.00455506,-0.000318452,0.000995359,-0.00154378,-0.00103061,0.000293993,0.000899419,-0.000897535,0.00084684
1,1.842,1,-0.265777,-0.174239,-22.4058,11.9758,-0.06784,-0.03653,0.025,0.729,-0.136538,-0.000096,0.000329966,-0.00683148,0.00076714,0.00205002,0.0158786,-0.00157526,-0.00597808,0.00728729,-0.000955614,-0.00106982,-0.000011,0.000525946,-0.00462983,-0.00225656,0.000078,-0.000837529,0.000008,-0.00093009,0.000905397,0.00506514,-0.000793043,0.000508529,0.00310575,0.00259821,-0.00185983,-0.00115666,-0.000989916,0.00215506,-0.0011418,0.000325085,0.000856221,0.00169434,0.000519591,0.000746629,-0.00402635,-0.000362793,0.000588032,-0.00156575,-0.00145421,0.000068,0.000500443,-0.00119631,0.00117077
1,1.842,2,-20.6942,20.2718,-42.8342,32.4218,-0.13072,-0.09842,0.025,0.292,-0.124608,-0.000233502,0.0002504,0.00335623,0.00359217,0.00467905,0.0158264,-0.00685319,-0.00655405,0.00727527,0.000082,-0.000224927,-0.000068,0.00153221,-0.00415614,-0.00151769,-0.0003962,0.000173264,0.000832549,-0.00150122,0.00249083,0.00427603,-0.00127026,0.000155386,0.00280152,0.00195919,-0.00285184,-0.000021,0.00025525,0.00176445,-0.00172143,-0.000242459,0.000077,0.00067674,-0.000620755,0.00118106,-0.00364875,-0.000479438,0.000664583,-0.00101373,-0.00088358,-0.000581837,0.000767897,-0.000535183,0.000700779
1,1.842,3,-20.7103,-20.6095,-42.8503,-8.45945,-0.13003,0.02435,0.029,2.766,-11.7764,-0.000156711,0.000155465,-0.0152008,-0.00110846,0.000318001,0.0141161,-0.00372724,-0.00719786,0.00932944,-0.0028366,0.00101061,0.000480137,0.000645075,-0.00493069,-0.00222547,0.00157876,0.0006118,0.000956114,-0.00109902,0.0014722,0.00549925,-0.000999942,0.000209417,0.00364471,0.00258598,-0.00221345,-0.00118159,-0.00102533,0.00180684,-0.00217427,-0.000219092,0.00145591,0.00132073,-0.000726482,0.000902756,-0.0040565,-0.00127611,0.000787885,-0.000757922,-0.00057821,0.000186598,0.00006,-0.000463712,0.000954944
1,1.842,4,20.1612,-20.6202,-1.97878,-8.4702,-0.0052,0.02475,0.028,1.254,-5.29824,0.000047,0.000235314,-0.0151992,0.00041286,-0.00248238,0.0148526,0.00128312,-0.00885935,0.00739959,-0.000961092,0.00142104,0.00068275,-0.000434703,-0.00249082,-0.00212251,0.000964528,-0.000037,-0.000048,-0.00130322,0.00156166,0.00427178,-0.00157419,-0.000267158,0.0022264,0.00263596,-0.00234568,-0.000582969,0.000221101,0.00210027,-0.00151714,-0.000362413,0.000906364,0.00132268,-0.00033169,0.000535527,-0.00339144,-0.000602911,0.000925951,-0.00109125,-0.000668362,-0.000320461,0.000392501,-0.000302224,0.000734844
1,1.842,5,20.1783,20.2567,-1.96167,32.4067,-0.00522,-0.0981,0.025,0.223,-0.511864,-0.000043,0.000461728,0.00555897,0.00178167,0.00264312,0.0174712,0.00150194,-0.00522159,0.00684285,-0.000126452,-0.00017062,0.000964084,0.00127721,-0.00477705,-0.002744,0.000144009,-0.0003449,0.000232205,-0.000351599,0.000566628,0.00477564,-0.00187935,0.000310466,0.00358039,0.00190761,-0.00264145,-0.000412375,-0.000664003,0.0021631,-0.00131557,-0.000259304,0.00109163,0.00106268,0.000662589,0.000898941,-0.00416197,-0.000290858,0.000910089,-0.00141052,-0.000941642,0.000268616,0.000821782,-0.00082006,0.000773743
